Id,Referencia,Código Barra,Nombre,SKU,Descripción,Item Tipo,Es Combo,Precio 1,Precio 2,Precio 3,Precio 4,Precio 5,Margen 1,Margen 2,Margen 3,Margen 4,Margen 5,No Comisionable,Marca Id,Marca Nombre,Categoria Id,Categoria Nombre,SubCategoria Id,SubCategoria Nombre,Familia Id,Familia Nombre,RazonTransaccion Id,RazonTransaccion Nombre,Item Unidad Id,Item Unidad Descripcion,Costo Promedio Ponderado,Punto Reorden,Costo Ultimo De Compra,Cuenta Compra,Cuenta Venta,Cuenta Costo,Suplidor,Estatus,Tipo Ingreso,Código Arancelario,Impuestos de Importación,Días de Garantía,Tiempo de Entrega,Crear Usuario,Fecha Creación,Actualizar Usuario,Fecha Actualización,Atributo 1,Atributo 2,Atributo 3,Atributo 4,Atributo 5,Atributo 6,Atributo 7,Atributo 8,Atributo 9,Atributo 10,Imagen
9419,MICROSWITCH CHLSZ-1D,,12070 LSZ-1D / Microswitch Chlsz-1d modelo LSZ-1D,LSZ-1D,Microswitch Chlsz-1d modelo LSZ-1D,Producto con Inventario con Descuento y Despacho,No,19.2,,,,,45,,,,,No,20,HW SENS,11,12 - Switches,,,,,,,1,Unidad,,,38.9,100302,,,Honeywell Sensing & Control,Activo,01 - Ingresos por Operaciones (No Financieros),,,,60,lfeliz,4/11/2025,,,,,,,,,,,,,
9420,VENT.RITTAL 220V 255x255x107mm,,11503 / Vent.rittal 220 v 255x255x107mm RITTAL modelo 3241100,3241100,Vent.rittal 220 v 255x255x107mm RITTAL modelo 3241100,Producto con Inventario con Descuento y Despacho,No,14749.56922,,,,,45,,,,,No,9,RITTAL,5,11 - Accesorio para calderas,,,,,,,1,Unidad,10172.1167,,10172.1167,100302,,,RITTAL SA DE CV,Activo,01 - Ingresos por Operaciones (No Financieros),,,,60,lfeliz,4/11/2025,,,,,,,,,,,,,
9421,VENTILADOR C/FILTR 55 m³/h 115,,11511HA / Ventilador con filtr 55 m³/h 115 RITTAL modelo 3238110,3238110,Ventilador con filtr 55 m³/h 115 RITTAL modelo 3238110,Producto con Inventario con Descuento y Despacho,No,11600.77735,,,,,45,,,,,No,9,RITTAL,5,11 - Accesorio para calderas,,,,,,,1,Unidad,8000.5361,,8000.5361,100302,,,RITTAL SA DE CV,Activo,01 - Ingresos por Operaciones (No Financieros),,,,60,lfeliz,4/11/2025,,,,,,,,,,,,,
9422,MICROSWITCH LSA5A,,12064 LSA5A / Microswitch lsa5 a modelo LSA5A,LSA5A,Microswitch lsa5 a modelo LSA5A,Producto con Inventario con Descuento y Despacho,No,197,,,,,45,,,,,No,20,HW SENS,11,12 - Switches,,,,,,,1,Unidad,,,97.65,100302,,,Honeywell Sensing & Control,Activo,01 - Ingresos por Operaciones (No Financieros),,,,60,lfeliz,4/11/2025,,,,,,,,,,,,,
9423,FILTRO DE SALIDA PARA SK3239,,11503D / Filtro de salida para sk3239 RITTAL modelo 3239200,3239200,Filtro de salida para sk3239 RITTAL modelo 3239200,Producto con Inventario con Descuento y Despacho,No,3799.755885,,,,,45,,,,,No,9,RITTAL,8,11 - Filtros,,,,,,,1,Unidad,2620.5213,,2620.5213,100302,,,RITTAL SA DE CV,Activo,01 - Ingresos por Operaciones (No Financieros),,,,60,lfeliz,4/11/2025,,,,,,,,,,,,,
9424,MICROSWITCH MC-2711H,,12022 MC-2711H / Microswitch mc-2711h modelo MC-2711H,MC-2711H,Microswitch mc-2711h modelo MC-2711H,Producto con Inventario con Descuento y Despacho,No,276.627375,,,,,45,,,,,No,20,HW SENS,11,12 - Switches,,,,,,,1,Unidad,190.7775,,190.7775,100302,,,Honeywell Sensing & Control,Activo,01 - Ingresos por Operaciones (No Financieros),,,,60,lfeliz,4/11/2025,,,,,,,,,,,,,
9425,FILTRO P/VENTILADOR 254x89mm,,11500JM / Filtro paraventilador 254x89mm modelo ZL806,ZL806,Filtro paraventilador 254x89mm modelo ZL806,Producto con Inventario con Descuento y Despacho,No,21.14,,,,,45,,,,,No,,,8,11 - Filtros,,,,,,,1,Unidad,,,875,100302,,,,Activo,01 - Ingresos por Operaciones (No Financieros),,,,60,lfeliz,4/11/2025,,,,,,,,,,,,,
9426,VENT 120x120x25mm 230V RITTAL,,11511B / Vent 120x120x25mm 230 v rittal RITTAL modelo 3237100,3237100,Vent 120x120x25mm 230 v rittal RITTAL modelo 3237100,Producto con Inventario con Descuento y Despacho,No,3778.448715,,,,,45,,,,,No,9,RITTAL,5,11 - Accesorio para calderas,,,,,,,1,Unidad,2605.8267,,2605.8267,100302,,,RITTAL SA DE CV,Activo,01 - Ingresos por Operaciones (No Financieros),,,,60,lfeliz,4/11/2025,,,,,,,,,,,,,
9427,SENSOR DE PROX 700mm AUTONICS,,12119C / Sensor de Proximidad 700mm autonics AUTONICS modelo BX700-DFR-T,BX700-DFR-T,Sensor de Proximidad 700mm autonics AUTONICS modelo BX700-DFR-T,Producto con Inventario con Descuento y Despacho,No,3177.5561,,,,,45,,,,,No,21,AUTONICS,10,12 - Sensores,,,,,,,1,Unidad,2191.418,,2191.418,100302,,,AUTONICS USA INC,Activo,01 - Ingresos por Operaciones (No Financieros),,,,60,lfeliz,4/11/2025,,,,,,,,,,,,,
9428,SENSOR FOTOELECTRICO,,12134 MPG2HD / Sensor de proximidad Pepperl+Fuchs modelo MPG2HD/ uso industrial,MPG2HD,"Sensor de proximidad Pepperl+Fuchs modelo MPG2HD, uso industrial",Producto con Inventario con Descuento y Despacho,No,35.39,,,,,45,,,,,No,24,PEPPERL,10,12 - Sensores,,,,,,,1,Unidad,,,70,100302,,,PEPPERL + FUCHS INC,Activo,01 - Ingresos por Operaciones (No Financieros),,,,60,lfeliz,4/11/2025,,,,,,,,,,,,,
9429,SENS FOTOEL.DIFU.PNP/NPN24VD,,12138E RL31-8- / Sensor Fotoeléctrico Pepperl+Fuchs modelo RL31-8-1200-RT/ uso industrial,RL31-8-1200-RT 59/73C/136,"Sensor Fotoeléctrico Pepperl+Fuchs modelo RL31-8-1200-RT, uso industrial",Producto con Inventario con Descuento y Despacho,No,19.05,,,,,45,,,,,No,24,PEPPERL,10,12 - Sensores,,,,,,,1,Unidad,,,36.5,100302,,,PEPPERL + FUCHS INC,Activo,01 - Ingresos por Operaciones (No Financieros),,,,60,lfeliz,4/11/2025,,,,,,,,,,,,,
9430,CONECTOR CON CAB P/ SENSOR P+F,,12177D V93-G / Manómetro/ WIKA modelo 1/2 NPT-V93-G-,1/2 NPT-V93-G- S-3M,"Manómetro, WIKA modelo 1/2 NPT-V93-G-",Producto con Inventario con Descuento y Despacho,No,20,,,,,45,,,,,No,24,PEPPERL,15,12 - Conectores,,,,,,,1,Unidad,,,12,100302,,,PEPPERL + FUCHS INC,Activo,01 - Ingresos por Operaciones (No Financieros),,,,60,lfeliz,4/11/2025,,,,,,,,,,,,,
9431,SENSOR FOTOELECTRICO,,12153 / Sensor Fotoelectrico HONEYWELL modelo FE7CRTM2,FE7CRTM2,Sensor Fotoelectrico HONEYWELL modelo FE7CRTM2,Producto con Inventario con Descuento y Despacho,No,28.55,,,,,45,,,,,No,2,HONEYWELL,10,12 - Sensores,,,,,,,1,Unidad,,,65.85,100302,,,HONEYWELL INTERNATIONAL ECC,Activo,01 - Ingresos por Operaciones (No Financieros),,,,60,lfeliz,4/11/2025,,,,,,,,,,,,,
9432,CABLE P/SENSOR V1-G-YE20M-PV,,12209AA 908978 / Cable para sensor/ Pepperl+Fuchs/ modelo V1-G-YE20M-PVC/ uso industrial,V1-G-YE20M-PVC 456411,"Cable para sensor, Pepperl+Fuchs, modelo V1-G-YE20M-PVC, uso industrial",Producto con Inventario con Descuento y Despacho,No,1525.10072,,,,,45,,,,,No,24,PEPPERL,13,12 - Cables,,,,,,,1,Unidad,1051.7936,,1051.7936,100302,,,PEPPERL + FUCHS INC,Activo,01 - Ingresos por Operaciones (No Financieros),,,,60,lfeliz,4/11/2025,,,,,,,,,,,,,
9433,BASE P/LIMIT SWITCH HONEYWELL,,12113AB / Switch Base paralimit switch honeywell HONEYWELL modelo LSZ4002,LSZ4002,Switch Base paralimit switch honeywell HONEYWELL modelo LSZ4002,Producto con Inventario con Descuento y Despacho,No,69.53,,,,,45,,,,,No,2,HONEYWELL,14,12 - Limit Switches,,,,,,,1,Unidad,,,36.11,100302,,,HONEYWELL INTERNATIONAL ECC,Activo,01 - Ingresos por Operaciones (No Financieros),,,,60,lfeliz,4/11/2025,,,,,,,,,,,,,
9434,CONECTOR CABLE RECTO V3,,12209BA / Sensor de proximidad Pepperl+Fuchs modelo V3-GM-BK5M-PUR/ uso industrial,217480,"Sensor de proximidad Pepperl+Fuchs modelo V3-GM-BK5M-PUR, uso industrial",Producto con Inventario con Descuento y Despacho,No,967.46,0,0,0,0,45,,,,,No,24,PEPPERL,15,12 - Conectores,,,,,,,1,Unidad,696.3538,0,740.0638,100302,,,PEPPERL + FUCHS INC,Activo,01 - Ingresos por Operaciones (No Financieros),,0,0,60,lfeliz,4/11/2025,Xiomelvin,16/1/2026,,,,,,,,,,,
9435,"SENSOR NJ5-18GM50/E2,3 wire DC",,12176 / Sensor inductivo Pepperl+Fuchs modelo NJ5-18GM50-E2/ uso industrial,NJ5-18GM50-E2,"Sensor inductivo Pepperl+Fuchs modelo NJ5-18GM50-E2, uso industrial",Producto con Inventario con Descuento y Despacho,No,96.28,,,,,45,,,,,No,24,PEPPERL,13,12 - Cables,,,,,,,1,Unidad,56,,56,100302,,,PEPPERL + FUCHS INC,Activo,01 - Ingresos por Operaciones (No Financieros),,,,60,lfeliz,4/11/2025,,,,,,,,,,,,,
9436,SENSOR CAPACITIVO,,12109D CJ10-30 / Sensor Capacitivo Pepperl+Fuchs modelo CJ10-30GK-W0/ uso industrial,CJ10-30GK-W0,"Sensor Capacitivo Pepperl+Fuchs modelo CJ10-30GK-W0, uso industrial",Producto con Inventario con Descuento y Despacho,No,32.01,,,,,45,,,,,No,24,PEPPERL,17,12 - Fittings,,,,,,,1,Unidad,,,70,100302,,,PEPPERL + FUCHS INC,Activo,01 - Ingresos por Operaciones (No Financieros),,,,60,lfeliz,4/11/2025,,,,,,,,,,,,,
9437,SWITCH D/PROXIMIDAD IND.NPN,,12112 LYT01A1S / Sensor de proximidad Pepperl+Fuchs modelo LYTO-1A-1S/ uso industrial,LYTO-1A-1S,"Sensor de proximidad Pepperl+Fuchs modelo LYTO-1A-1S, uso industrial",Producto con Inventario con Descuento y Despacho,No,34.55,,,,,45,,,,,No,24,PEPPERL,11,12 - Switches,,,,,,,1,Unidad,,,70,100302,,,PEPPERL + FUCHS INC,Activo,01 - Ingresos por Operaciones (No Financieros),,,,60,lfeliz,4/11/2025,,,,,,,,,,,,,
9438,SENSOR FOTOELECTRICO,,12132 MPD6HD / Sensor de proximidad Pepperl+Fuchs modelo MPD6HD/ uso industrial,MPD6HD,"Sensor de proximidad Pepperl+Fuchs modelo MPD6HD, uso industrial",Producto con Inventario con Descuento y Despacho,No,111.6,,,,,45,,,,,No,24,PEPPERL,10,12 - Sensores,,,,,,,1,Unidad,,,72,100302,,,PEPPERL + FUCHS INC,Activo,01 - Ingresos por Operaciones (No Financieros),,,,60,lfeliz,4/11/2025,,,,,,,,,,,,,
9439,SENSOR P/ PUERTAS AUTONICS,,12184A / Sensor para puertas autonics AUTONICS modelo ADS-AF,ADS-AF,Sensor para puertas autonics AUTONICS modelo ADS-AF,Producto con Inventario con Descuento y Despacho,No,3475.157,,,,,45,,,,,No,21,AUTONICS,10,12 - Sensores,,,,,,,1,Unidad,3079.3226,,3761.9851,100302,,,"AUTONICS USA INC,PAYPAL",Activo,01 - Ingresos por Operaciones (No Financieros),,,,60,lfeliz,4/11/2025,,,,,,,,,,,,,
9440,CABLE FIBRA OPTICA FE-BT,,12159C / Cable para sensor/ Pepperl+Fuchs/ modelo FE-BTS6M-3/ uso industrial,FE-BTS6M-3,"Cable para sensor, Pepperl+Fuchs, modelo FE-BTS6M-3, uso industrial",Producto con Inventario con Descuento y Despacho,No,4651.914215,,,,,45,,,,,No,24,PEPPERL,13,12 - Cables,,,,,,,1,Unidad,3208.2167,,3208.2167,100302,,,PEPPERL + FUCHS INC,Activo,01 - Ingresos por Operaciones (No Financieros),,,,60,lfeliz,4/11/2025,,,,,,,,,,,,,
9441,MICROSWITCH TRANS PRESION,,12167 SSPB0250 / Microswitch Transmisor presion modelo SSPB0250V,SSPB0250V,Microswitch Transmisor presion modelo SSPB0250V,Producto con Inventario con Descuento y Despacho,No,92.02,,,,,45,,,,,No,20,HW SENS,11,12 - Switches,,,,,,,1,Unidad,,,125.63,100302,,,Honeywell Sensing & Control,Activo,01 - Ingresos por Operaciones (No Financieros),,,,60,lfeliz,4/11/2025,,,,,,,,,,,,,
9442,CABLE PARA SENSOR P+F,,12209BBE V1-G- / Cable para sensor/ Pepperl+Fuchs/ modelo V1-W-YE10M-PVC/ uso industrial,V1-W-YE10M-PVC U,"Cable para sensor, Pepperl+Fuchs, modelo V1-W-YE10M-PVC, uso industrial",Producto con Inventario con Descuento y Despacho,No,1315.855715,,,,,45,,,,,No,24,PEPPERL,13,12 - Cables,,,,,,,1,Unidad,907.4867,,907.4867,100302,,,PEPPERL + FUCHS INC,Activo,01 - Ingresos por Operaciones (No Financieros),,,,60,lfeliz,4/11/2025,,,,,,,,,,,,,
9443,SENSOR FOTOELECT. RL61 - P+F,,12138EB / Sensor Fotoeléctrico Pepperl+Fuchs modelo RL61-8-1000-Z// uso industrial,RL61-8-1000-Z/ 115/136,"Sensor Fotoeléctrico Pepperl+Fuchs modelo RL61-8-1000-Z/, uso industrial",Producto con Inventario con Descuento y Despacho,No,90,,,,,45,,,,,No,24,PEPPERL,10,12 - Sensores,,,,,,,1,Unidad,,,48,100302,,,PEPPERL + FUCHS INC,Activo,01 - Ingresos por Operaciones (No Financieros),,,,60,lfeliz,4/11/2025,,,,,,,,,,,,,
9444,CONECTOR P/ SENSOR RECT  P+F,,12177E V93-G / Sensor de proximidad Pepperl+Fuchs modelo V93-G/ uso industrial,V93-G,"Sensor de proximidad Pepperl+Fuchs modelo V93-G, uso industrial",Producto con Inventario con Descuento y Despacho,No,25.8,,,,,45,,,,,No,24,PEPPERL,15,12 - Conectores,,,,,,,1,Unidad,,,15,100302,,,PEPPERL + FUCHS INC,Activo,01 - Ingresos por Operaciones (No Financieros),,,,60,lfeliz,4/11/2025,,,,,,,,,,,,,
9445,"BASE P/SENSORES 12138,12137",,12138B P+F / Sensor de proximidad Pepperl+Fuchs modelo OMH-21/ uso industrial,OMH-21,"Sensor de proximidad Pepperl+Fuchs modelo OMH-21, uso industrial",Producto con Inventario con Descuento y Despacho,No,5,,,,,45,,,,,No,24,PEPPERL,10,12 - Sensores,,,,,,,1,Unidad,,,3,100302,,,PEPPERL + FUCHS INC,Activo,01 - Ingresos por Operaciones (No Financieros),,,,60,lfeliz,4/11/2025,,,,,,,,,,,,,
9446,MICROSWITCH,,12175 V73E11E9 / Microswitch modelo V7-3E11E9-263,V7-3E11E9-263,Microswitch modelo V7-3E11E9-263,Producto con Inventario con Descuento y Despacho,No,92.168525,,,,,45,,,,,No,20,HW SENS,11,12 - Switches,,,,,,,1,Unidad,63.5645,,63.5645,100302,,,Honeywell Sensing & Control,Activo,01 - Ingresos por Operaciones (No Financieros),,,,60,lfeliz,4/11/2025,,,,,,,,,,,,,
9447,SENSOR FOTOELECTRICO,,12121 MPZB14 / Sensor de proximidad Pepperl+Fuchs modelo MPZB14/ uso industrial,MPZB14,"Sensor de proximidad Pepperl+Fuchs modelo MPZB14, uso industrial",Producto con Inventario con Descuento y Despacho,No,7.79,,,,,45,,,,,No,24,PEPPERL,10,12 - Sensores,,,,,,,1,Unidad,,,14,100302,,,PEPPERL + FUCHS INC,Activo,01 - Ingresos por Operaciones (No Financieros),,,,60,lfeliz,4/11/2025,,,,,,,,,,,,,
9448,CABLE SEN.4HILO RECTO M12,,12209 803001A0 / Cable para sensor/ Pepperl+Fuchs/ modelo V1-G-YE2M-PVC-/ uso industrial CABLE SEN.4HILO RECTO M12 RECTO/ M12/ 4 PIN/ 2M DE CABLE. MARCA: PEPPERL+FUCHS/ V1-G-YE2M-PVC-U,V1-G-YE2M-PVC- U,"Cable para sensor, Pepperl+Fuchs, modelo V1-G-YE2M-PVC-, uso industrial CABLE SEN.4HILO RECTO M12 RECTO, M12, 4 PIN, 2M DE CABLE. MARCA: PEPPERL+FUCHS, V1-G-YE2M-PVC-U",Producto con Inventario con Descuento y Despacho,No,758.520375,,,,,45,,,,,No,24,PEPPERL,15,12 - Conectores,,,,,,,1,Unidad,523.1175,,523.1175,100302,,,PEPPERL + FUCHS INC,Activo,01 - Ingresos por Operaciones (No Financieros),,,,60,lfeliz,4/11/2025,,,,,,,,,,,,,
9449,CABLE P/SENSOR 5 HILOS,,12209F V15-G-2 / Cable para sensor/ Pepperl+Fuchs/ modelo V15-G-2M-PVC/ uso industrial,V15-G-2M-PVC,"Cable para sensor, Pepperl+Fuchs, modelo V15-G-2M-PVC, uso industrial",Producto con Inventario con Descuento y Despacho,No,867.745975,,,,,45,,,,,No,24,PEPPERL,13,12 - Cables,,,,,,,1,Unidad,598.4455,,598.4455,100302,,,PEPPERL + FUCHS INC,Activo,01 - Ingresos por Operaciones (No Financieros),,,,60,lfeliz,4/11/2025,,,,,,,,,,,,,
9450,SENS.INDUC 4MM PNP NO 10-30VDC,,12091A NJ0.6-4 / Sensor inductivo Pepperl+Fuchs modelo NBB0.6-4GM22-E/ rango 4 mm/ uso industrial,NBB0.6-4GM22-E O,"Sensor inductivo Pepperl+Fuchs modelo NBB0.6-4GM22-E, rango 4 mm, uso industrial",Producto con Inventario con Descuento y Despacho,No,4453.14575,,,,,45,,,,,No,24,PEPPERL,10,12 - Sensores,,,,,,,1,Unidad,3071.135,,3071.135,100302,,,PEPPERL + FUCHS INC,Activo,01 - Ingresos por Operaciones (No Financieros),,,,60,lfeliz,4/11/2025,,,,,,,,,,,,,
9451,CONECTOR P/SENSOR PEPPERL,,12209D / V1S-G-BK / Sensor de proximidad Pepperl+Fuchs,224885,Sensor de proximidad Pepperl+Fuchs modelo V1S-G-BK uso industrial,Producto con Inventario con Descuento y Despacho,No,5.75,0,0,0,0,45,,,,,No,24,PEPPERL,15,12 - Conectores,,,,,,,1,Unidad,744.2216,,11.2,100302,,,PEPPERL + FUCHS INC,Activo,01 - Ingresos por Operaciones (No Financieros),,0,0,60,lfeliz,4/11/2025,Xiomelvin,18/11/2025,,,,,,,,,,,
9452,SENSOR FOTOELECTRICO CP18LDPL,,12145 CP18LDPL / Sensor de proximidad Pepperl+Fuchs modelo CP18LDPL2/ uso industrial,CP18LDPL2,"Sensor de proximidad Pepperl+Fuchs modelo CP18LDPL2, uso industrial",Producto con Inventario con Descuento y Despacho,No,50.7,,,,,45,,,,,No,24,PEPPERL,10,12 - Sensores,,,,,,,1,Unidad,,,35.4,100302,,,PEPPERL + FUCHS INC,Activo,01 - Ingresos por Operaciones (No Financieros),,,,60,lfeliz,4/11/2025,,,,,,,,,,,,,
9453,CABLE P/SENSOR CURVO M12,,12209B  V1-W-Y / Cable para sensor/ Pepperl+Fuchs/ modelo V1-W-YE2M-PVC-/ uso industrial CABLE P/SENSOR CURVO M12 CURVO M12/ 4 PIN/ 2M DE CABLE. MARCA: PEPPERL+FUCHS/ V1-W-YE2M-PVC-U,456403,"Cable para sensor, Pepperl+Fuchs, modelo V1-W-YE2M-PVC-, uso industrial CABLE P/SENSOR CURVO M12 CURVO M12, 4 PIN, 2M DE CABLE. MARCA: PEPPERL+FUCHS, V1-W-YE2M-PVC-U",Producto con Inventario con Descuento y Despacho,No,721.6907,0,0,0,0,45,,,,,No,24,PEPPERL,15,12 - Conectores,,,,,,,1,Unidad,595.2117,,8.1,100302,,,PEPPERL + FUCHS INC,Activo,01 - Ingresos por Operaciones (No Financieros),,0,0,60,lfeliz,4/11/2025,Xiomelvin,10/12/2025,,,,,,,,,,,
9454,SENSOR FOTOELECT. RL61 - P+F,,12138EA / Sensor Fotoeléctrico Pepperl+Fuchs modelo RL61-LL-IR-Z/9/ uso industrial,RL61-LL-IR-Z/9 2/136,"Sensor Fotoeléctrico Pepperl+Fuchs modelo RL61-LL-IR-Z/9, uso industrial",Producto con Inventario con Descuento y Despacho,No,94,,,,,45,,,,,No,24,PEPPERL,10,12 - Sensores,,,,,,,1,Unidad,,,54,100302,,,PEPPERL + FUCHS INC,Activo,01 - Ingresos por Operaciones (No Financieros),,,,60,lfeliz,4/11/2025,,,,,,,,,,,,,
9455,BASE P/RLK28 OMH-RL2-H,,12138I OMH-RL2 / Sensor Fotoeléctrico Pepperl+Fuchs modelo OMH-RL2-H/ uso industrial,OMH-RL2-H,"Sensor Fotoeléctrico Pepperl+Fuchs modelo OMH-RL2-H, uso industrial",Producto con Inventario con Descuento y Despacho,No,9.15,,,,,45,,,,,No,24,PEPPERL,10,12 - Sensores,,,,,,,1,Unidad,,,15.5,100302,,,PEPPERL + FUCHS INC,Activo,01 - Ingresos por Operaciones (No Financieros),,,,60,lfeliz,4/11/2025,,,,,,,,,,,,,
9456,SENSOR PROX.IND.PNP NBB4-12GM,,12192 992AA12A / Sensor inductivo Pepperl+Fuchs modelo NBB4-12GM50-E2/ uso industrial,NBB4-12GM50-E2,"Sensor inductivo Pepperl+Fuchs modelo NBB4-12GM50-E2, uso industrial",Producto con Inventario con Descuento y Despacho,No,4280.00531,,,,,45,,,,,No,24,PEPPERL,10,12 - Sensores,,,,,,,1,Unidad,2951.7278,,2951.7278,100302,,,PEPPERL + FUCHS INC,Activo,01 - Ingresos por Operaciones (No Financieros),,,,60,lfeliz,4/11/2025,,,,,,,,,,,,,
9457,CABLE P/SENSOR,,12209FA / Cable para sensor/ Pepperl+Fuchs/ modelo V15-G-2M-PUR/ uso industrial,V15-G-2M-PUR,"Cable para sensor, Pepperl+Fuchs, modelo V15-G-2M-PUR, uso industrial",Producto con Inventario con Descuento y Despacho,No,870.495465,,,,,45,,,,,No,24,PEPPERL,13,12 - Cables,,,,,,,1,Unidad,600.3417,,600.3417,100302,,,PEPPERL + FUCHS INC,Activo,01 - Ingresos por Operaciones (No Financieros),,,,60,lfeliz,4/11/2025,,,,,,,,,,,,,
9458,CONECTOR 4-6MM V1-G-BK,,12177F / Sensor de proximidad Pepperl+Fuchs modelo V1-G-BK/ rango 6 mm/ uso industrial,V1-G-BK,"Sensor de proximidad Pepperl+Fuchs modelo V1-G-BK, rango 6 mm, uso industrial",Producto con Inventario con Descuento y Despacho,No,446.922915,,,,,45,,,,,No,24,PEPPERL,15,12 - Conectores,,,,,,,1,Unidad,308.2227,,308.2227,100302,,,PEPPERL + FUCHS INC,Activo,01 - Ingresos por Operaciones (No Financieros),,,,60,lfeliz,4/11/2025,,,,,,,,,,,,,
9459,SENSOR PROX NJ0.8-5GM25-E,,12091 / Sensor inductivo Pepperl+Fuchs modelo NBB0.8-4M25-E0/ uso industrial,NBB0.8-4M25-E0,"Sensor inductivo Pepperl+Fuchs modelo NBB0.8-4M25-E0, uso industrial",Producto con Inventario con Descuento y Despacho,No,53.85,,,,,45,,,,,No,24,PEPPERL,10,12 - Sensores,,,,,,,1,Unidad,,,39,100302,,,PEPPERL + FUCHS INC,Activo,01 - Ingresos por Operaciones (No Financieros),,,,60,lfeliz,4/11/2025,,,,,,,,,,,,,
9460,SENSOR FOTOELECTRICO,,12131 MPS33HD / Sensor de proximidad Pepperl+Fuchs modelo MPS33HD/ uso industrial,MPS33HD,"Sensor de proximidad Pepperl+Fuchs modelo MPS33HD, uso industrial",Producto con Inventario con Descuento y Despacho,No,21.75,,,,,45,,,,,No,24,PEPPERL,10,12 - Sensores,,,,,,,1,Unidad,,,43.8,100302,,,PEPPERL + FUCHS INC,Activo,01 - Ingresos por Operaciones (No Financieros),,,,60,lfeliz,4/11/2025,,,,,,,,,,,,,
9461,CABLE P/SENSOR CURVO M12,,12209BC / Cable para sensor/ Pepperl+Fuchs/ modelo V1-W-YE2M-PVC-/ uso industrial,V1-W-YE2M-PVC- U-V1-W,"Cable para sensor, Pepperl+Fuchs, modelo V1-W-YE2M-PVC-, uso industrial",Producto con Inventario con Descuento y Despacho,No,1387.123215,,,,,45,,,,,No,24,PEPPERL,15,12 - Conectores,,,,,,,1,Unidad,956.6367,,956.6367,100302,,,PEPPERL + FUCHS INC,Activo,01 - Ingresos por Operaciones (No Financieros),,,,60,lfeliz,4/11/2025,,,,,,,,,,,,,
9462,SENSOR ELECTRICO FYDB32F12,,12146C FYDB32F / Sensor inductivo Pepperl+Fuchs modelo NJ50-FP-A-P4/ uso industrial,NJ50-FP-A-P4,"Sensor inductivo Pepperl+Fuchs modelo NJ50-FP-A-P4, uso industrial",Producto con Inventario con Descuento y Despacho,No,131.42,,,,,45,,,,,No,24,PEPPERL,10,12 - Sensores,,,,,,,1,Unidad,,,95,100302,,,PEPPERL + FUCHS INC,Activo,01 - Ingresos por Operaciones (No Financieros),,,,60,lfeliz,4/11/2025,,,,,,,,,,,,,
9463,SENSOR FOTOELECTRICO,,12125 MPP6HD / Sensor de proximidad Pepperl+Fuchs modelo MPP6HD/ uso industrial,MPP6HD,"Sensor de proximidad Pepperl+Fuchs modelo MPP6HD, uso industrial",Producto con Inventario con Descuento y Despacho,No,78.66,,,,,45,,,,,No,24,PEPPERL,10,12 - Sensores,,,,,,,1,Unidad,,,57,100302,,,PEPPERL + FUCHS INC,Activo,01 - Ingresos por Operaciones (No Financieros),,,,60,lfeliz,4/11/2025,,,,,,,,,,,,,
9464,CABLE P/SENSOR V1-G-YE5M-PVC-U,,12209A 908984 / Cable para sensor/ Pepperl+Fuchs/ modelo V1-G-YE5M-PVC-/ uso industrial CABLE P/SENSOR V1-G-YE5M-PV RECTO/ M12/ 4 PIN/ 5M DE CABLE. MARCA: PEPPERL+FUCHS/ V1-G-YE5M-PVC-U,456401,"Cable para sensor, Pepperl+Fuchs, modelo V1-G-YE5M-PVC-, uso industrial CABLE P/SENSOR V1-G-YE5M-PV RECTO, M12, 4 PIN, 5M DE CABLE. MARCA: PEPPERL+FUCHS, V1-G-YE5M-PVC-U",Producto con Inventario con Descuento y Despacho,No,1195.3703,0,0,0,0,45,,,,,No,24,PEPPERL,13,12 - Cables,,,,,,,1,Unidad,824.3933,,10.8,100302,,,PEPPERL + FUCHS INC,Activo,01 - Ingresos por Operaciones (No Financieros),,0,0,60,lfeliz,4/11/2025,Xiomelvin,17/3/2026,,,,,,,,,,,
9465,SENSOR FOTOELECTRICO MHP-LR33L,,12139 MHPR33L / Sensor de proximidad Pepperl+Fuchs modelo MHP-LR33L/ uso industrial,MHP-LR33L,"Sensor de proximidad Pepperl+Fuchs modelo MHP-LR33L, uso industrial",Producto con Inventario con Descuento y Despacho,No,102.77,,,,,45,,,,,No,24,PEPPERL,10,12 - Sensores,,,,,,,1,Unidad,,,74,100302,,,PEPPERL + FUCHS INC,Activo,01 - Ingresos por Operaciones (No Financieros),,,,60,lfeliz,4/11/2025,,,,,,,,,,,,,
9466,SWITCH D/PROXIMIDAD LYSO1E2S,,12113 LYSO1E2S / Sensor de proximidad Pepperl+Fuchs modelo LYSO-1E-2S/ uso industrial,LYSO-1E-2S,"Sensor de proximidad Pepperl+Fuchs modelo LYSO-1E-2S, uso industrial",Producto con Inventario con Descuento y Despacho,No,111.48,,,,,45,,,,,No,24,PEPPERL,11,12 - Switches,,,,,,,1,Unidad,,,55.25,100302,,,PEPPERL + FUCHS INC,Activo,01 - Ingresos por Operaciones (No Financieros),,,,60,lfeliz,4/11/2025,,,,,,,,,,,,,
